,CAFO_ID,Cellulose_mean,Cellulose_sum,Cellulose_median,Clay_mean,Clay_sum,Clay_median,EMIT_mean,EMIT_sum,EMIT_median,EOMI1_mean,EOMI1_sum,EOMI1_median,EOMI2_mean,EOMI2_sum,EOMI2_median,EOMI3_mean,EOMI3_sum,EOMI3_median,EOMI4_mean,EOMI4_sum,EOMI4_median,FoliageN_mean,FoliageN_sum,FoliageN_median,Manure_mean,Manure_sum,Manure_median,ManureProj_mean,ManureProj_sum,ManureProj_median,NBR_mean,NBR_sum,NBR_median,NBR2_mean,NBR2_sum,NBR2_median,NDLI_mean,NDLI_sum,NDLI_median,NDMI_mean,NDMI_sum,NDMI_median,NH3_1_mean,NH3_1_sum,NH3_1_median,NH3_2_mean,NH3_2_sum,NH3_2_median,NH3_3_mean,NH3_3_sum,NH3_3_median,NMDI_mean,NMDI_sum,NMDI_median,WVBuiltUp_mean,WVBuiltUp_sum,WVBuiltUp_median,WVImpVeg_mean,WVImpVeg_sum,WVImpVeg_median,WVNonHom_mean,WVNonHom_sum,WVNonHom_median,WVSoil_mean,WVSoil_sum,WVSoil_median,WVWater_mean,WVWater_sum,WVWater_median
0,1.0,0.004928648471832275,0.6949394345283508,0.002764761447906494,1.2615137844220967,177.87344360351562,1.2155288457870483,0.025183116290586213,3.5508193969726562,0.023040276020765305,0.14488221567573276,20.42839241027832,0.1491120308637619,0.22638077431536735,31.919689178466797,0.22474777698516846,0.1879382167302125,26.49928855895996,0.19432225823402405,0.32197862990359044,45.39898681640625,0.29247230291366577,1.2229984364611037,172.44277954101562,1.1907216310501099,2.215725946088209,312.4173583984375,2.067901372909546,2.2687544585965203,319.8943786621094,2.130580186843872,-0.044730118825926,-6.306946754455566,-0.06585945934057236,0.10684722873336035,15.065459251403809,0.08439556509256363,0.0035951145997284153,0.5069111585617065,0.001119657652452588,-0.08082289729557984,-11.396028518676758,-0.05827922746539116,2.0084128954731826,283.18621826171875,2.007514715194702,2.0731772564827127,292.3179931640625,2.075110912322998,1.9111046757258423,269.46575927734375,1.9135746955871582,0.6220585166985262,87.71025085449219,0.6819832921028137,-0.4566991278465758,-64.39457702636719,-0.47006452083587646,0.22018459671778037,31.04602813720703,0.1881512999534607,0.4566991278465758,64.39457702636719,0.47006452083587646,-0.07825257592167414,-11.033613204956055,-0.08280973881483078,-0.5502210576483544,-77.58116912841797,-0.5581578016281128
1,2.0,-0.00764168522315111,-1.2761614322662354,-0.009140603244304657,1.421797883724738,237.44024658203125,1.434935450553894,0.038980386928170026,6.5097246170043945,0.03869546949863434,-0.003150636921385805,-0.5261563658714294,-0.0117688262835145,0.1887439339460727,31.52023696899414,0.19530774652957916,0.0730709943942681,12.202856063842773,0.06774454563856125,0.3277980096325903,54.74226760864258,0.3329194188117981,1.5744581393852919,262.93450927734375,1.5739079713821411,1.4559053889291729,243.13619995117188,1.4316648244857788,1.4980727327084113,250.1781463623047,1.4735609292984009,0.15128207635022922,25.26410675048828,0.16942735016345978,0.14892331426015157,24.870193481445312,0.1550946682691574,0.021153983955611726,3.532715320587158,0.021858571097254753,-0.037233735272984306,-6.218033790588379,-0.039297208189964294,2.0429877549588324,341.178955078125,2.040872097015381,2.049413623924027,342.2520751953125,2.044938564300537,1.8954831426015157,316.5456848144531,1.8960522413253784,0.583725797915887,97.48220825195312,0.5736355781555176,-0.51953125,-86.76171875,-0.5262536406517029,0.33864196046383793,56.55320739746094,0.3495708405971527,0.51953125,86.76171875,0.5262536406517029,-0.06391524126429758,-10.673845291137695,-0.06607253104448318,-0.6301027857614848,-105.22716522216797,-0.6401927471160889
2,3.0,0.009973851342995962,0.47874486446380615,0.012309465557336807,1.326116402943929,63.653587341308594,1.3132166862487793,0.03275731950998306,1.572351336479187,0.029395760968327522,0.2018562356630961,9.689099311828613,0.21444912254810333,0.31853338082631427,15.289602279663086,0.3340877890586853,0.2544061541557312,12.211495399475098,0.2680776119232178,0.43060394128163654,20.668989181518555,0.4249058961868286,1.3087636629740398,62.820655822753906,1.281951665878296,2.957937558492025,141.9810028076172,2.9462459087371826,2.7927417755126953,134.05160522460938,2.867332696914673,-0.0826348215341568,-3.9664714336395264,-0.09646651148796082,0.13288835684458414,6.378641128540039,0.1284659504890442,0.007514058301846187,0.36067479848861694,0.0071073477156460285,-0.13256385922431946,-6.363065242767334,-0.1253448724746704,2.015742460886637,96.7556381225586,2.016289234161377,2.073137124379476,99.51058197021484,2.069716453552246,1.9050819079081218,91.44393157958984,1.9050490856170654,0.4833877881368001,23.202613830566406,0.47423434257507324,-0.4436664581298828,-21.295989990234375,-0.46895384788513184,0.30539055665334064,14.658746719360352,0.2855016589164734,0.4436664581298828,21.295989990234375,0.46895384788513184,-0.08048264682292938,-3.8631670475006104,-0.0845823734998703,-0.5850815773010254,-28.08391571044922,-0.6070183515548706
3,4.0,0.01135251662310432,1.9299278259277344,0.014316931366920471,1.3621686150045955,231.56866455078125,1.3782055377960205,0.0225954672869514,3.8412294387817383,0.02022993192076683,0.22832637113683363,38.81548309326172,0.26439303159713745,0.3517303691190832,59.79416275024414,0.37400537729263306,0.2841448615579044,48.30462646484375,0.31505638360977173,0.4690073349896599,79.73124694824219,0.5246227979660034,1.3541469798368566,230.20498657226562,1.363722801208496,3.5922740263097426,610.6865844726562,3.6447858810424805,3.5922740263097426,610.6865844726562,3.6447858810424805,-0.09799202189725988,-16.65864372253418,-0.11210072040557861,0.1495995465446921,25.431922912597656,0.15803250670433044,0.012745209301219267,2.1666855812072754,0.014287959784269333,-0.15573631735409008,-26.475173950195312,-0.18482406437397003,2.016513241038603,342.8072509765625,2.0163793563842773,2.076913990693934,353.07537841796875,2.0838122367858887,1.8846067540785845,320.3831481933594,1.8845884799957275,0.4158835018382353,70.7001953125,0.3379247784614563,-0.46062002742991726,-78.30540466308594,-0.46428382396698,0.33931301341337317,57.68321228027344,0.365549772977829,0.46062002742991726,78.30540466308594,0.46428382396698,-0.08726288290584788,-14.83469009399414,-0.08794872462749481,-0.6169322294347427,-104.87847900390625,-0.636690080165863
4,5.0,0.010503049330277877,0.5776677131652832,0.008815392851829529,1.3466619318181818,74.06640625,1.326182246208191,0.022779694470492277,1.2528831958770752,0.022228484973311424,0.16968130631880327,9.33247184753418,0.21075914800167084,0.2944292588667436,16.1936092376709,0.30245068669319153,0.22499313354492187,12.374622344970703,0.2583181858062744,0.4140887867320668,22.774883270263672,0.4152587056159973,1.3455799449573864,74.00689697265625,1.3548535108566284,2.740951260653409,150.7523193359375,2.8689498901367188,2.817046564275568,154.93756103515625,3.0103063583374023,-0.04081316427751021,-2.2447240352630615,-0.07370630651712418,0.14096909436312588,7.753300189971924,0.1333155333995819,0.009540512345053933,0.5247281789779663,0.008274929597973824,-0.12155111486261541,-6.685311317443848,-0.11340311914682388,2.0156194513494317,110.85906982421875,2.014249801635742,2.071473555131392,113.93104553222656,2.0682740211486816,1.9019407792524858,104.60674285888672,1.90298593044281,0.4878757823597301,26.833168029785156,0.49328944087028503,-0.49602407975630325,-27.28132438659668,-0.5135796666145325,0.31144017306241123,17.129209518432617,0.3160504996776581,0.49602407975630325,27.28132438659668,0.5135796666145325,-0.08834074193781072,-4.85874080657959,-0.08462479710578918,-0.6227124300870028,-34.249183654785156,-0.6416923999786377
5,6.0,0.004681718945503235,0.23408594727516174,0.0035666897892951965,1.2571835327148437,62.85917663574219,1.2743327617645264,0.03793622732162476,1.8968113660812378,0.03433693200349808,0.177813777923584,8.8906888961792,0.18988151848316193,0.2570186233520508,12.850931167602539,0.28467077016830444,0.22102773666381836,11.051386833190918,0.2448280155658722,0.3568473052978516,17.842365264892578,0.350403755903244,1.2263645935058594,61.31822967529297,1.2058569192886353,2.444139251708984,122.20696258544922,2.4849629402160645,2.513785400390625,125.68927001953125,2.530022621154785,-0.07427759647369385,-3.7138798236846924,-0.10430186986923218,0.11115347862243652,5.557673931121826,0.1157890260219574,0.0009531693905591964,0.047658469527959824,0.0017838369822129607,-0.08936501502990722,-4.468250751495361,-0.08017540723085403,2.010059051513672,100.5029525756836,2.0101656913757324,2.0646612548828127,103.23306274414062,2.060641288757324,1.9122413635253905,95.61206817626953,1.9109829664230347,0.6010152053833008,30.05076026916504,0.5700693726539612,-0.41213985443115236,-20.606992721557617,-0.4186410903930664,0.2285969352722168,11.42984676361084,0.19929134845733643,0.41213985443115236,20.606992721557617,0.4186410903930664,-0.068445463180542,-3.4222731590270996,-0.07224727421998978,-0.5185441589355468,-25.927207946777344,-0.5221431255340576
6,7.0,0.01575757709203982,0.8036364316940308,0.014977335929870605,1.3008656221277572,66.34414672851562,1.306567668914795,0.03689183674606623,1.8814836740493774,0.033614303916692734,0.18830987518908932,9.603803634643555,0.1957751363515854,0.2880784203024471,14.691999435424805,0.29119864106178284,0.233949436860926,11.931421279907227,0.2377985268831253,0.3949744280646829,20.143695831298828,0.39053642749786377,1.2697480145622702,64.75714874267578,1.2908490896224976,2.715626735313266,138.49696350097656,2.557502269744873,2.489581538181679,126.96865844726562,2.386629104614258,-0.07514676393247118,-3.8324849605560303,-0.09078104048967361,0.12426228616751876,6.337376594543457,0.1253078132867813,0.007425584629470227,0.37870481610298157,0.007175235543400049,-0.11094818863214231,-5.658357620239258,-0.099259153008461,2.0079638911228552,102.40615844726562,2.009680986404419,2.0766267963484224,105.90796661376953,2.0764849185943604,1.9116074805166208,97.49198150634766,1.9108612537384033,0.5081003974465763,25.91312026977539,0.5150508880615234,-0.4342486063639323,-22.146678924560547,-0.44578978419303894,0.2707887724334118,13.810227394104004,0.2773709297180176,0.4342486063639323,22.146678924560547,0.44578978419303894,-0.0747372963849236,-3.8116021156311035,-0.07642405480146408,-0.5572152979233685,-28.417980194091797,-0.5690162181854248
7,8.0,0.009412287137447259,0.7341583967208862,0.00908324122428894,1.3099430768917768,102.1755599975586,1.2930312156677246,0.02748274191831931,2.1436538696289062,0.023060331121087074,0.19843870554214868,15.478219032287598,0.2180379331111908,0.2847580053867438,22.211124420166016,0.30226820707321167,0.24107913481883514,18.80417251586914,0.26319870352745056,0.3932638168334961,30.674577713012695,0.39772653579711914,1.2460396595490284,97.19109344482422,1.23811936378479,2.789381369566306,217.57174682617188,2.7432212829589844,2.743068206004607,213.95932006835938,2.776050567626953,-0.08320345022739509,-6.489869117736816,-0.10233768075704575,0.1270445432418432,9.90947437286377,0.11744198203086853,0.007854391367007524,0.6126425266265869,0.006550436373800039,-0.11906056526379707,-9.286724090576172,-0.10712753236293793,2.0119957557091346,156.9356689453125,2.0125865936279297,2.0661644568810096,161.16082763671875,2.063269853591919,1.9087823721078725,148.88502502441406,1.9078562259674072,0.5166951693021334,40.302223205566406,0.5542309284210205,-0.4583123035919972,-35.74835968017578,-0.47197800874710083,0.2644468209682367,20.62685203552246,0.25905728340148926,0.4583123035919972,35.74835968017578,0.47197800874710083,-0.08611016395764473,-6.716592788696289,-0.08952374756336212,-0.5765872368445764,-44.97380447387695,-0.6018019914627075
8,9.0,0.010287371841636864,0.7612655162811279,0.010065056383609772,1.3349949604756124,98.78962707519531,1.3230085372924805,0.025195522888286692,1.8644686937332153,0.024587569758296013,0.1514927760974781,11.210465431213379,0.16631145775318146,0.263185166023873,19.4757022857666,0.2505744695663452,0.2013597230653505,14.900619506835938,0.20465630292892456,0.3841781873960753,28.42918586730957,0.3797684907913208,1.3416462460079708,99.28182220458984,1.2793166637420654,2.5181237298089103,186.34115600585938,2.26031494140625,2.5181237298089103,186.34115600585938,2.26031494140625,-0.023214673673784412,-1.7178858518600464,-0.054140836000442505,0.13983013823225693,10.347430229187012,0.13931024074554443,0.009250155977300695,0.6845115423202515,0.009708501398563385,-0.11020778965305637,-8.155376434326172,-0.0971142128109932,2.011376458245355,148.84185791015625,2.0119051933288574,2.095237319533889,155.0475616455078,2.1011295318603516,1.8990484701620567,140.5295867919922,1.8990628719329834,0.49950749165303,36.96355438232422,0.5415934324264526,-0.4529528231234164,-33.51850891113281,-0.4635975956916809,0.2927330377939585,21.66224479675293,0.28258100152015686,0.4529528231234164,33.51850891113281,0.4635975956916809,-0.08521319080043484,-6.305776119232178,-0.0808245912194252,-0.5809437004295556,-42.98983383178711,-0.587942361831665
9,10.0,0.012529957679010207,1.1652860641479492,0.015375912189483643,1.2922186902774278,120.17633819580078,1.267972707748413,0.021515902652535387,2.000978946685791,0.022032422944903374,0.1935016878189579,17.995656967163086,0.2002662718296051,0.302383053687311,28.121623992919922,0.3078787624835968,0.24414263489425822,22.705265045166016,0.24028542637825012,0.4042710745206443,37.59720993041992,0.41784530878067017,1.2868801650180612,119.67985534667969,1.2684574127197266,2.947495327200941,274.1170654296875,2.764543294906616,2.947495327200941,274.1170654296875,2.764543294906616,-0.08543865142330047,-7.945794582366943,-0.0958394855260849,0.12075403685210853,11.230125427246094,0.1112486869096756,0.0058455371087597265,0.5436349511146545,0.004816248547285795,-0.11638128629294775,-10.82345962524414,-0.1100003644824028,2.009172665175571,186.85305786132812,2.0094215869903564,2.0855110742712535,193.95252990722656,2.083015203475952,1.8987233151671707,176.58126831054688,1.8993276357650757,0.5133305211221019,47.73973846435547,0.5272306203842163,-0.44700360041792675,-41.57133483886719,-0.4805777966976166,0.28065749137632306,26.101146697998047,0.2754988670349121,0.44700360041792675,41.57133483886719,0.4805777966976166,-0.08041096759098833,-7.478219985961914,-0.08594001084566116,-0.5707372029622396,-53.07855987548828,-0.5808477997779846
10,11.0,0.012104693105665304,1.4283537864685059,0.011914215981960297,1.334837056822696,157.51077270507812,1.3382885456085205,0.027980323565208305,3.30167818069458,0.024844348430633545,0.18157315658310713,21.42563247680664,0.18951554596424103,0.28008942684884797,33.05055236816406,0.2745724320411682,0.22737105418059786,26.829784393310547,0.23197421431541443,0.39752358905339646,46.90778350830078,0.40791434049606323,1.2917335639565677,152.424560546875,1.2956528663635254,2.744159245895127,323.810791015625,2.53426194190979,2.744159245895127,323.810791015625,2.53426194190979,-0.05749927132816638,-6.784914016723633,-0.07699188590049744,0.13762108754303495,16.239288330078125,0.14122174680233002,0.009797110395916438,1.1560590267181396,0.009137176908552647,-0.12501993017681576,-14.752351760864258,-0.1226658895611763,2.012074098748676,237.42474365234375,2.0116875171661377,2.0715875140691207,244.44732666015625,2.069920063018799,1.9048257601463188,224.76943969726562,1.9039061069488525,0.48837419283592093,57.62815475463867,0.4878004193305969,-0.4474274586823027,-52.79644012451172,-0.4636284112930298,0.287555759235964,33.93157958984375,0.2821638584136963,0.4474274586823027,52.79644012451172,0.4636284112930298,-0.08143334469552767,-9.609134674072266,-0.08715354651212692,-0.5775575152898239,-68.15178680419922,-0.5910484790802002
11,12.0,0.007830887664983303,1.268603801727295,0.008273150771856308,1.2981650270061729,210.302734375,1.2571845054626465,0.025166688141999422,4.077003479003906,0.022772174328565598,0.18010918888044947,29.177688598632812,0.2117883712053299,0.26740613395785107,43.319793701171875,0.3033154606819153,0.22358748353557822,36.22117233276367,0.26195645332336426,0.37255642737871336,60.35414123535156,0.38825079798698425,1.2369426209249614,200.38470458984375,1.213039517402649,2.7695421760464893,448.66583251953125,2.701930046081543,2.7695421760464893,448.66583251953125,2.701930046081543,-0.07150217338844582,-11.583352088928223,-0.11101049184799194,0.12294401945891203,19.91693115234375,0.11092887818813324,0.0037553229449707785,0.6083623170852661,0.002540219109505415,-0.10527370594165943,-17.054340362548828,-0.09598595649003983,2.0159631423008295,326.5860290527344,2.0118727684020996,2.0762653115354937,336.35498046875,2.0794107913970947,1.905225588951582,308.64654541015625,1.9077410697937012,0.5401597199616609,87.50587463378906,0.5580494403839111,-0.4337866512345679,-70.2734375,-0.4490813612937927,0.25436844060450425,41.20768737792969,0.2393953800201416,0.4337866512345679,70.2734375,0.4490813612937927,-0.07837737048113788,-12.697134017944336,-0.08095934987068176,-0.5462978033371914,-88.500244140625,-0.5580592751502991
12,13.0,0.0072789983457873485,1.6668906211853027,0.00789237767457962,1.3587326649495088,311.1497802734375,1.3810800313949585,0.023200409901714743,5.312893867492676,0.02114003151655197,0.1645692550459283,37.68635940551758,0.19626742601394653,0.34527594553851665,79.06819152832031,0.3602663576602936,0.2406034011507659,55.09817886352539,0.263609379529953,0.4636623932284559,106.1786880493164,0.47763898968696594,1.4589675836688045,334.10357666015625,1.4562875032424927,2.9918671320619543,685.1375732421875,3.1293489933013916,2.9918671320619543,685.1375732421875,3.1293489933013916,-0.036954621560708924,-8.462608337402344,-0.052382491528987885,0.14443703197495905,33.076080322265625,0.1501561552286148,0.010875235478430336,2.490428924560547,0.012158171273767948,-0.13519952599138152,-30.960691452026367,-0.137308731675148,2.0178678420953875,462.09173583984375,2.017535448074341,2.0724972387588703,474.60186767578125,2.074005365371704,1.8759611038141375,429.5950927734375,1.8748219013214111,0.48917165697922355,112.02030944824219,0.45752522349357605,-0.4896170270495019,-112.12229919433594,-0.4900372326374054,0.37465724362036024,85.7965087890625,0.39323171973228455,0.4896170270495019,112.12229919433594,0.4900372326374054,-0.08702278970110364,-19.928218841552734,-0.09323091804981232,-0.6470204982174536,-148.16769409179688,-0.6598703265190125
