,CAFO_ID,NH3_1_mean,NH3_1_sum,NH3_1_median,NH3_2_mean,NH3_2_sum,NH3_2_median,NH3_3_mean,NH3_3_sum,NH3_3_median,WVBuiltUp_mean,WVBuiltUp_sum,WVBuiltUp_median,WVImpVeg_mean,WVImpVeg_sum,WVImpVeg_median,WVNonHom_mean,WVNonHom_sum,WVNonHom_median,WVSoil_mean,WVSoil_sum,WVSoil_median,WVWater_mean,WVWater_sum,WVWater_median
53,59,2.01857666015625,100.9288330078125,2.0072648525238037,2.0856588745117186,104.28294372558594,2.08290433883667,1.9009292602539063,95.04646301269531,1.9042184352874756,-0.562863998413086,-28.143199920654297,-0.5662103295326233,0.36955272674560546,18.477636337280273,0.3639909625053406,0.562863998413086,28.143199920654297,0.5662103295326233,-0.1002759075164795,-5.013795375823975,-0.1122024655342102,-0.6975283050537109,-34.87641525268555,-0.7002130150794983
54,60,2.057645697342722,39.09526824951172,2.014160633087158,2.0724645915784334,39.376827239990234,2.0663721561431885,1.8826310007195723,35.769989013671875,1.8909211158752441,-0.5679919092278731,-10.79184627532959,-0.5598743557929993,0.46597034052798625,8.853436470031738,0.3957465887069702,0.5679919092278731,10.79184627532959,0.5598743557929993,-0.05364653311277691,-1.0192841291427612,-0.09855448454618454,-0.719792366027832,-13.676054954528809,-0.7186731696128845
55,61,2.021850449698312,113.22362518310547,2.005490303039551,2.072066443307059,116.03572082519531,2.072516918182373,1.898934773036412,106.34034729003906,1.903475046157837,-0.5628088201795306,-31.51729393005371,-0.5643800497055054,0.3923338140760149,21.970693588256836,0.37447166442871094,0.5628088201795306,31.51729393005371,0.5643800497055054,-0.09606988940920148,-5.379913806915283,-0.11423082649707794,-0.7057091167994908,-39.519710540771484,-0.7198760509490967
56,62,2.0695727955211294,45.530601501464844,2.0742855072021484,2.052506533536044,45.15514373779297,2.066305637359619,1.8908661929043857,41.599056243896484,1.8845798969268799,-0.5267125043002042,-11.587675094604492,-0.5769746899604797,0.2820418964732777,6.204921722412109,0.3411782681941986,0.5267125043002042,11.587675094604492,0.5769746899604797,-0.03414015607400374,-0.7510834336280823,-0.03261210769414902,-0.5165575634349476,-11.364266395568848,-0.6205453872680664
57,63,2.0546068464006697,28.764495849609375,2.018284797668457,2.0656069346836636,28.91849708557129,2.0635366439819336,1.8914361681256975,26.480106353759766,1.9026837348937988,-0.5049054963248116,-7.068676948547363,-0.46922412514686584,0.44561638150896343,6.238629341125488,0.328294038772583,0.5049054963248116,7.068676948547363,0.46922412514686584,-0.04528378588812692,-0.6339730024337769,-0.08168157190084457,-0.6700671059744698,-9.380939483642578,-0.60616534948349
58,64,2.0305531365530833,28.427743911743164,2.0170726776123047,2.0600223541259766,28.840312957763672,2.0599241256713867,1.9042603628976005,26.659645080566406,1.9065563678741455,-0.5548410415649414,-7.76777458190918,-0.5392407774925232,0.4018197400229318,5.625476360321045,0.35675880312919617,0.5548410415649414,7.76777458190918,0.5392407774925232,-0.08618301153182983,-1.2065621614456177,-0.09895545244216919,-0.7000864573887416,-9.801210403442383,-0.685545802116394
59,65,2.0092906951904297,72.33446502685547,2.0075159072875977,2.0525025261773004,73.89009094238281,2.040722370147705,1.9073138766818576,68.66329956054688,1.910456895828247,-0.5212745666503906,-18.765884399414062,-0.5294152498245239,0.27024608188205296,9.728858947753906,0.2910081744194031,0.5212745666503906,18.765884399414062,0.5294152498245239,-0.09800795051786634,-3.5282862186431885,-0.0913526639342308,-0.6205090946621366,-22.338327407836914,-0.6355525851249695
60,66,2.045979658762614,49.103511810302734,2.016732692718506,2.0622976620992026,49.49514389038086,2.06193208694458,1.8950874010721843,45.48209762573242,1.899371862411499,-0.5451887845993042,-13.0845308303833,-0.5265617370605469,0.43770356973012287,10.50488567352295,0.38226521015167236,0.5451887845993042,13.0845308303833,0.5265617370605469,-0.06817974150180817,-1.636313796043396,-0.08934351801872253,-0.6993300120035807,-16.783920288085938,-0.6816874742507935
61,67,2.0403389930725098,65.29084777832031,2.0059728622436523,2.060476064682007,65.93523406982422,2.0583767890930176,1.9023865461349487,60.87636947631836,1.9136335849761963,-0.5555769205093384,-17.778461456298828,-0.5419833660125732,0.35724547505378723,11.431855201721191,0.27309924364089966,0.5555769205093384,17.778461456298828,0.5419833660125732,-0.07924479991197586,-2.5358335971832275,-0.10672260075807571,-0.6749790906906128,-21.59933090209961,-0.6484693288803101
62,68,2.0261755184251435,99.28260040283203,2.0137104988098145,2.0755054707429847,101.69976806640625,2.0773580074310303,1.9019966903997927,93.19783782958984,1.9037061929702759,-0.5424163974061305,-26.57840347290039,-0.5539923310279846,0.3571672244947784,17.50119400024414,0.3456963002681732,0.5424163974061305,26.57840347290039,0.5539923310279846,-0.09537975155577368,-4.67360782623291,-0.10257204622030258,-0.6780383051658163,-33.223876953125,-0.6906757354736328
63,69,2.0700638510964136,22.770702362060547,2.0317471027374268,2.0616002516313032,22.677602767944336,2.0655806064605713,1.8808954412286931,20.689849853515625,1.8987886905670166,-0.565549070184881,-6.221039772033691,-0.5218818187713623,0.507901971990412,5.586921691894531,0.41981399059295654,0.565549070184881,6.221039772033691,0.5218818187713623,-0.039381997151808304,-0.43320196866989136,-0.07699298113584518,-0.7324551669034091,-8.0570068359375,-0.6782599091529846
64,70,2.0225470860799155,97.08226013183594,2.012632131576538,2.0712033907572427,99.41776275634766,2.071199417114258,1.8969024022420247,91.05131530761719,1.8956727981567383,-0.530081033706665,-25.443889617919922,-0.5230588912963867,0.33000731468200684,15.840351104736328,0.323264479637146,0.530081033706665,25.443889617919922,0.5230588912963867,-0.08327382802963257,-3.9971437454223633,-0.09246106445789337,-0.643767515818278,-30.900840759277344,-0.6490205526351929
65,71,2.057274667840255,39.088218688964844,2.026629686355591,2.081309669896176,39.544883728027344,2.0811922550201416,1.8868105035079152,35.84939956665039,1.8990448713302612,-0.5712858501233553,-10.85443115234375,-0.5513073205947876,0.4460330260427375,8.474627494812012,0.38213759660720825,0.5712858501233553,10.85443115234375,0.5513073205947876,-0.07343835579721551,-1.3953287601470947,-0.10205990076065063,-0.7185680991724918,-13.652793884277344,-0.704954981803894
66,72,2.0156414725563745,44.344112396240234,2.009235382080078,2.062784194946289,45.38125228881836,2.0632004737854004,1.9042774547230115,41.89410400390625,1.9066494703292847,-0.4923582077026367,-10.831880569458008,-0.5135811567306519,0.26514239744706586,5.833132743835449,0.2533949315547943,0.4923582077026367,10.831880569458008,0.5135811567306519,-0.08672306754372337,-1.907907485961914,-0.08560122549533844,-0.5929620049216531,-13.045164108276367,-0.6264024972915649
67,73,2.0097001971620503,132.6402130126953,2.005444049835205,2.0632590091589726,136.1750946044922,2.0664877891540527,1.9127342917702415,126.24046325683594,1.914102554321289,-0.5292644500732422,-34.931453704833984,-0.5346826910972595,0.28806460987437854,19.012264251708984,0.27642759680747986,0.5292644500732422,34.931453704833984,0.5346826910972595,-0.09644290895173044,-6.365231990814209,-0.10294156521558762,-0.6384658235492129,-42.13874435424805,-0.6471384763717651
68,74,2.0414750576019287,32.66360092163086,2.047764539718628,2.066739082336426,33.06782531738281,2.0639712810516357,1.882286787033081,30.116588592529297,1.8738493919372559,-0.5534346699714661,-8.854954719543457,-0.567742645740509,0.43384888768196106,6.941582202911377,0.4538276791572571,0.5534346699714661,8.854954719543457,0.567742645740509,-0.06398491561412811,-1.0237586498260498,-0.056627146899700165,-0.6871170401573181,-10.99387264251709,-0.7029682397842407
69,75,2.0453380584716796,20.453380584716797,2.0445384979248047,2.0619827270507813,20.619827270507812,2.0621752738952637,1.8661527633666992,18.661527633666992,1.8680613040924072,-0.5150855541229248,-5.150855541229248,-0.5136541724205017,0.46628599166870116,4.662859916687012,0.4670044183731079,0.5150855541229248,5.150855541229248,0.5136541724205017,-0.059666895866394044,-0.5966689586639404,-0.05961637943983078,-0.6713343620300293,-6.713343620300293,-0.6735726594924927
70,76,2.011572185315584,38.219871520996094,2.010789155960083,2.03795021458676,38.72105407714844,2.0418872833251953,1.923547443590666,36.547401428222656,1.9229307174682617,-0.4399378425196597,-8.358819007873535,-0.437833696603775,0.24117374420166016,4.582301139831543,0.2364102602005005,0.4399378425196597,8.358819007873535,0.437833696603775,-0.0732811689376831,-1.392342209815979,-0.07463206350803375,-0.5460726085462069,-10.37537956237793,-0.5405704379081726
71,77,2.0328235626220703,8.131294250488281,2.0348687171936035,2.0262794494628906,8.105117797851562,2.026015281677246,1.924741268157959,7.698965072631836,1.926328182220459,-0.5344384908676147,-2.137753963470459,-0.5383986830711365,0.4821029603481293,1.928411841392517,0.49702373147010803,0.5344384908676147,2.137753963470459,0.5383986830711365,-0.04381231218576431,-0.17524924874305725,-0.042587533593177795,-0.6926812529563904,-2.7707250118255615,-0.7019029855728149
72,78,2.051579562100497,45.13475036621094,2.0175487995147705,2.0654562169855293,45.44003677368164,2.05795955657959,1.8787321610884233,41.33210754394531,1.8908562660217285,-0.5517019792036577,-12.137443542480469,-0.5358595252037048,0.4399974129416726,9.679943084716797,0.40807634592056274,0.5517019792036577,12.137443542480469,0.5358595252037048,-0.04592698812484741,-1.010393738746643,-0.06440739333629608,-0.6802184365012429,-14.964805603027344,-0.706497311592102
73,79,2.031697053175706,52.82412338256836,2.013406753540039,2.058802237877479,53.52885818481445,2.0560173988342285,1.9124446282019982,49.72356033325195,1.920694351196289,-0.4788959209735577,-12.4512939453125,-0.4726475477218628,0.36279062124399036,9.43255615234375,0.31251996755599976,0.4788959209735577,12.4512939453125,0.4726475477218628,-0.07113459018560556,-1.8494993448257446,-0.08675308525562286,-0.6217729861919696,-16.16609764099121,-0.5991897583007812
74,80,2.0313072204589844,18.28176498413086,2.018535852432251,2.057549582587348,18.517946243286133,2.046358823776245,1.9060897827148438,17.154808044433594,1.905271291732788,-0.4436931610107422,-3.9932384490966797,-0.4339769184589386,0.3277813063727485,2.9500317573547363,0.3323129415512085,0.4436931610107422,3.9932384490966797,0.4339769184589386,-0.05858514044019911,-0.527266263961792,-0.06363868713378906,-0.567681524488661,-5.109133720397949,-0.5696818828582764
75,81,2.0386825137668185,36.696285247802734,2.016268253326416,2.0654576619466147,37.17823791503906,2.0602283477783203,1.9019669426812067,34.23540496826172,1.90584135055542,-0.5599473847283257,-10.079052925109863,-0.526851236820221,0.42190904087490505,7.594362735748291,0.34558606147766113,0.5599473847283257,10.079052925109863,0.526851236820221,-0.059571557574801974,-1.0722880363464355,-0.08018527925014496,-0.6922214296129015,-12.459985733032227,-0.663001298904419
76,82,2.0573894794170675,26.746063232421875,2.03550386428833,2.0699685903695912,26.909591674804688,2.0718319416046143,1.8814717806302583,24.45913314819336,1.8896886110305786,-0.5918714083158053,-7.694328308105469,-0.5777413249015808,0.5211570446307843,6.775041580200195,0.5190228819847107,0.5918714083158053,7.694328308105469,0.5777413249015808,-0.04129956777279194,-0.5368943810462952,-0.04519656300544739,-0.7395054010244516,-9.613570213317871,-0.7296094298362732
77,83,2.0428466796875,18.3856201171875,2.0162131786346436,2.0681355794270835,18.61322021484375,2.066340684890747,1.899239010281033,17.093151092529297,1.9065219163894653,-0.5421805911593967,-4.87962532043457,-0.5244151949882507,0.436426321665446,3.9278368949890137,0.35750505328178406,0.5421805911593967,4.87962532043457,0.5244151949882507,-0.06340085135565864,-0.5706076622009277,-0.09560488164424896,-0.694946395026313,-6.254517555236816,-0.6637276411056519
78,84,2.028061866760254,16.22449493408203,2.01922345161438,2.067906618118286,16.54325294494629,2.0739846229553223,1.8861801624298096,15.089441299438477,1.8956608772277832,-0.5266052484512329,-4.212841987609863,-0.5277852416038513,0.3386509418487549,2.709207534790039,0.31215864419937134,0.5266052484512329,4.212841987609863,0.5277852416038513,-0.08512358367443085,-0.6809886693954468,-0.07802069187164307,-0.6391719579696655,-5.113375663757324,-0.6450167298316956
